// All int immediates 1..5000 in ObjectToolbox::init
1	8
15	320
16	1
24	2
31	3
37	32
38	32
38	4
44	36
45	36
45	5
51	40
52	40
52	6
58	44
59	44
59	7
65	48
66	48
66	83
72	52
73	52
73	502
79	56
80	56
80	8
86	60
87	60
87	39
93	64
94	64
94	103
100	68
101	68
101	10
107	72
108	72
108	11
114	76
115	76
115	2926
121	80
122	80
122	12
128	84
129	84
129	13
135	88
136	88
136	45
142	92
143	92
143	46
149	96
150	96
150	47
156	100
157	100
157	99
163	104
164	104
164	101
170	108
171	108
171	9
177	112
178	112
178	1715
184	116
185	116
185	18
191	120
192	120
192	19
198	124
199	124
199	20
206	21
213	15
220	16
227	17
234	22
241	23
248	24
255	25
262	26
269	27
276	28
283	29
290	30
297	915
304	105
311	31
318	34
325	32
332	33
338	35
346	36
353	1332
360	1333
367	40
374	41
381	48
388	49
395	129
402	130
409	131
416	50
423	51
430	52
436	4
437	4
437	53
443	8
444	8
444	54
450	12
451	12
451	60
457	16
458	16
458	148
464	20
465	20
465	149
471	24
472	24
472	405
478	28
479	28
479	1764
485	32
486	32
486	1765
492	36
493	36
493	1766
499	40
500	40
500	1767
506	44
507	44
507	1768
513	48
514	48
514	55
520	52
521	52
521	56
527	56
528	56
528	57
534	60
535	60
535	58
541	64
542	64
542	59
548	68
549	68
549	61
555	72
556	72
556	1719
562	76
563	76
563	62
569	80
570	80
570	63
576	84
577	84
577	64
583	88
584	88
584	65
590	92
591	92
591	66
597	96
598	96
598	68
604	100
605	100
605	1893
611	104
612	104
612	1894
618	108
619	108
619	1895
625	112
626	112
626	1896
632	116
633	116
633	1897
639	120
640	120
640	1898
646	124
647	124
647	1899
653	128
654	128
654	1900
660	132
661	132
661	1901
667	136
668	136
668	1902
674	140
675	140
675	67
681	144
682	144
682	84
688	148
689	148
689	69
695	152
696	152
696	70
702	156
703	156
703	71
709	160
710	160
710	72
716	164
717	164
717	73
723	168
724	168
724	74
730	172
731	172
731	75
737	176
738	176
738	76
744	180
745	180
745	77
751	184
752	184
752	78
758	188
759	188
759	80
765	192
766	192
766	81
772	196
773	196
773	82
779	200
780	200
780	90
786	204
787	204
787	91
793	208
794	208
794	92
800	212
801	212
801	93
807	216
808	216
808	94
814	220
815	220
815	95
821	224
822	224
822	96
828	228
829	228
829	85
835	232
836	232
836	86
842	236
843	236
843	87
849	240
850	240
850	97
856	244
857	244
857	88
863	248
864	248
864	89
870	252
871	252
871	98
877	256
878	256
878	1705
884	260
885	260
885	1706
891	264
892	264
892	1707
898	268
899	268
899	110
905	272
905	106
906	272
912	276
913	276
913	107
919	280
920	280
920	113
926	284
927	284
927	114
933	288
934	288
934	115
940	292
941	292
941	111
947	296
948	296
948	116
954	300
955	300
955	117
961	304
962	304
962	118
968	308
969	308
969	119
975	312
976	312
976	120
982	316
983	316
983	121
989	320
990	320
990	122
996	324
997	324
997	123
1003	328
1004	328
1004	124
1010	332
1011	332
1011	125
1017	336
1018	336
1018	126
1024	340
1025	340
1025	127
1031	344
1032	344
1032	128
1038	348
1039	348
1039	461
1045	352
1046	352
1046	462
1052	356
1053	356
1053	463
1059	360
1060	360
1060	464
1066	364
1067	364
1067	465
1073	368
1074	368
1074	466
1080	372
1081	372
1081	135
1087	376
1088	376
1088	1711
1094	380
1095	380
1095	1712
1101	384
1102	384
1102	1713
1108	388
1109	388
1109	1714
1115	392
1116	392
1116	132
1122	396
1123	396
1123	460
1129	400
1130	400
1130	494
1136	404
1137	404
1137	133
1143	408
1144	408
1144	136
1150	412
1151	412
1151	150
1157	416
1158	416
1158	497
1164	420
1165	420
1165	495
1171	424
1172	424
1172	496
1178	428
1179	428
1179	134
1185	432
1186	432
1186	190
1192	436
1193	436
1193	137
1199	440
1200	440
1200	138
1206	444
1207	444
1207	139
1213	448
1214	448
1214	141
1220	452
1221	452
1221	140
1227	456
1228	456
1228	142
1234	460
1235	460
1235	1329
1241	464
1242	464
1242	143
1248	468
1249	468
1249	144
1255	472
1256	472
1256	145
1262	476
1263	476
1263	459
1269	480
1270	480
1270	146
1276	484
1277	484
1277	147
1283	488
1284	488
1284	151
1290	492
1291	492
1291	152
1297	496
1298	496
1298	153
1304	500
1305	500
1305	154
1311	504
1312	504
1312	155
1318	508
1319	508
1319	156
1325	512
1326	512
1326	157
1332	516
1333	516
1333	158
1339	520
1340	520
1340	159
1346	524
1347	524
1347	177
1353	528
1354	528
1354	178
1360	532
1361	532
1361	179
1367	536
1368	536
1368	180
1374	540
1375	540
1375	181
1381	544
1382	544
1382	182
1388	548
1389	548
1389	183
1395	552
1396	552
1396	184
1402	556
1403	556
1403	185
1409	560
1410	560
1410	186
1416	564
1417	564
1417	187
1423	568
1424	568
1424	188
1430	572
1431	572
1431	190
1437	576
1438	576
1438	160
1444	580
1445	580
1445	161
1451	584
1452	584
1452	162
1458	588
1459	588
1459	163
1465	592
1466	592
1466	164
1472	596
1472	165
1473	596
1479	600
1480	600
1480	166
1486	604
1487	604
1487	167
1493	608
1494	608
1494	168
1500	612
1501	612
1501	169
1507	616
1508	616
1508	193
1514	620
1515	620
1515	170
1521	624
1522	624
1522	171
1528	628
1529	628
1529	172
1535	632
1536	632
1536	173
1542	636
1543	636
1543	174
1549	640
1550	640
1550	175
1556	644
1557	644
1557	176
1563	648
1564	648
1564	192
1570	652
1571	652
1571	194
1577	656
1578	656
1578	197
1584	660
1585	660
1585	191
1591	664
1592	664
1592	198
1598	668
1599	668
1599	199
1605	672
1606	672
1606	1889
1612	676
1613	676
1613	1890
1619	680
1620	680
1620	1891
1626	684
1627	684
1627	1892
1633	688
1634	688
1634	195
1640	692
1641	692
1641	196
1647	696
1648	696
1648	200
1654	700
1655	700
1655	201
1661	704
1662	704
1662	202
1668	708
1669	708
1669	203
1675	712
1676	712
1676	1334
1682	716
1683	716
1683	204
1689	720
1690	720
1690	205
1696	724
1697	724
1697	206
1703	728
1704	728
1704	215
1710	732
1711	732
1711	216
1717	736
1718	736
1718	217
1724	740
1725	740
1725	218
1731	744
1732	744
1732	458
1738	748
1739	748
1739	219
1745	752
1746	752
1746	220
1752	756
1753	756
1753	222
1759	760
1760	760
1760	223
1766	764
1767	764
1767	224
1773	768
1774	768
1774	225
1780	772
1781	772
1781	226
1787	776
1788	776
1788	227
1794	780
1795	780
1795	228
1801	784
1802	784
1802	229
1808	788
1809	788
1809	230
1815	792
1816	792
1816	242
1822	796
1823	796
1823	236
1829	800
1830	800
1830	237
1836	804
1837	804
1837	238
1843	808
1844	808
1844	239
1850	812
1851	812
1851	240
1857	816
1858	816
1858	241
1864	820
1865	820
1865	245
1871	824
1872	824
1872	246
1878	828
1879	828
1879	243
1885	832
1886	832
1886	244
1892	836
1893	836
1893	1720
1899	840
1900	840
1900	1721
1906	844
1907	844
1907	207
1913	848
1914	848
1914	208
1920	852
1921	852
1921	209
1927	856
1928	856
1928	210
1934	860
1935	860
1935	211
1941	864
1942	864
1942	212
1948	868
1949	868
1949	213
1955	872
1956	872
1956	247
1962	876
1963	876
1963	248
1969	880
1970	880
1970	249
1976	884
1977	884
1977	250
1983	888
1984	888
1984	251
1990	892
1991	892
1991	252
1997	896
1998	896
1998	253
2004	900
2005	900
2005	254
2011	904
2012	904
2012	1820
2018	908
2019	908
2019	1821
2025	912
2026	912
2026	1823
2032	916
2033	916
2033	1824
2039	920
2039	1825
2040	920
2046	924
2047	924
2047	1826
2053	928
2054	928
2054	1827
2060	932
2061	932
2061	1828
2067	936
2068	936
2068	255
2074	940
2075	940
2075	256
2081	944
2082	944
2082	257
2088	948
2089	948
2089	258
2095	952
2096	952
2096	259
2102	956
2103	956
2103	260
2109	960
2110	960
2110	261
2116	964
2117	964
2117	263
2123	968
2124	968
2124	264
2130	972
2131	972
2131	265
2137	976
2138	976
2138	266
2144	980
2145	980
2145	267
2151	984
2152	984
2152	268
2158	988
2159	988
2159	269
2165	992
2166	992
2166	270
2172	996
2173	996
2173	271
2179	1000
2180	1000
2180	272
2186	1004
2187	1004
2187	273
2193	1008
2194	1008
2194	274
2200	1012
2201	1012
2201	275
2207	1016
2208	1016
2208	277
2214	1020
2215	1020
2215	278
2221	1024
2222	1024
2222	231
2228	1028
2229	1028
2229	232
2235	1032
2236	1032
2236	283
2242	1036
2243	1036
2243	284
2249	1040
2250	1040
2250	285
2256	1044
2257	1044
2257	279
2263	1048
2264	1048
2264	280
2270	1052
2271	1052
2271	233
2277	1056
2278	1056
2278	234
2284	1060
2285	1060
2285	235
2291	1064
2292	1064
2292	281
2298	1068
2299	1068
2299	282
2305	1072
2306	1072
2306	286
2312	1076
2313	1076
2313	287
2319	1080
2320	1080
2320	660
2326	1084
2327	1084
2327	289
2333	1088
2334	1088
2334	291
2340	1092
2341	1092
2341	1743
2347	1096
2348	1096
2348	1744
2354	1100
2355	1100
2355	1745
2361	1104
2362	1104
2362	1746
2368	1108
2369	1108
2369	1747
2375	1112
2376	1112
2376	1748
2382	1116
2383	1116
2383	294
2389	1120
2390	1120
2390	295
2396	1124
2397	1124
2397	296
2403	1128
2404	1128
2404	297
2410	1132
2411	1132
2411	299
2417	1136
2418	1136
2418	301
2424	1140
2425	1140
2425	305
2431	1144
2432	1144
2432	307
2438	1148
2439	1148
2439	309
2445	1152
2446	1152
2446	311
2452	1156
2453	1156
2453	315
2459	1160
2460	1160
2460	317
2466	1164
2467	1164
2467	1749
2473	1168
2474	1168
2474	1750
2480	1172
2481	1172
2481	321
2487	1176
2488	1176
2488	323
2494	1180
2495	1180
2495	324
2501	1184
2502	1184
2502	325
2508	1188
2509	1188
2509	358
2515	1192
2516	1192
2516	326
2522	1196
2523	1196
2523	327
2529	1200
2530	1200
2530	328
2536	1204
2537	1204
2537	329
2543	1208
2544	1208
2544	331
2550	1212
2551	1212
2551	333
2557	1216
2558	1216
2558	337
2564	1220
2565	1220
2565	339
2571	1224
2572	1224
2572	343
2578	1228
2579	1228
2579	345
2585	1232
2586	1232
2586	349
2592	1236
2593	1236
2593	351
2599	1240
2600	1240
2600	353
2606	1244
2606	355
2607	1244
2613	1248
2614	1248
2614	363
2620	1252
2621	1252
2621	364
2627	1256
2628	1256
2628	365
2634	1260
2635	1260
2635	1717
2641	1264
2642	1264
2642	1718
2648	1268
2649	1268
2649	1716
2655	1272
2656	1272
2656	366
2662	1276
2663	1276
2663	367
2669	1280
2670	1280
2670	368
2676	1284
2677	1284
2677	1723
2683	1288
2684	1288
2684	1724
2690	1292
2691	1292
2691	1722
2697	1296
2698	1296
2698	369
2704	1300
2705	1300
2705	370
2711	1304
2712	1304
2712	371
2718	1308
2719	1308
2719	372
2725	1312
2726	1312
2726	373
2732	1316
2733	1316
2733	374
2739	1320
2740	1320
2740	1903
2746	1324
2747	1324
2747	1904
2753	1328
2754	1328
2754	1905
2760	1332
2761	1332
2761	1906
2767	1336
2768	1336
2768	1907
2774	1340
2775	1340
2775	1908
2781	1344
2782	1344
2782	1909
2788	1348
2789	1348
2789	1910
2795	1352
2796	1352
2796	1911
2802	1356
2803	1356
2803	375
2809	1360
2810	1360
2810	376
2816	1364
2817	1364
2817	377
2823	1368
2824	1368
2824	378
2830	1372
2831	1372
2831	392
2837	1376
2838	1376
2838	393
2844	1380
2845	1380
2845	394
2851	1384
2852	1384
2852	395
2858	1388
2859	1388
2859	396
2865	1392
2866	1392
2866	397
2872	1396
2873	1396
2873	398
2879	1400
2880	1400
2880	399
2886	1404
2887	1404
2887	1708
2893	1408
2894	1408
2894	1709
2900	1412
2901	1412
2901	1710
2907	1416
2908	1416
2908	406
2914	1420
2915	1420
2915	407
2921	1424
2922	1424
2922	408
2928	1428
2929	1428
2929	414
2935	1432
2936	1432
2936	906
2942	1436
2943	1436
2943	409
2949	1440
2950	1440
2950	410
2956	1444
2957	1444
2957	411
2963	1448
2964	1448
2964	412
2970	1452
2971	1452
2971	413
2977	1456
2978	1456
2978	1756
2984	1460
2985	1460
2985	419
2991	1464
2992	1464
2992	420
2998	1468
2999	1468
2999	421
3005	1472
3006	1472
3006	422
3012	1476
3013	1476
3013	446
3019	1480
3020	1480
3020	447
3026	1484
3027	1484
3027	1725
3033	1488
3034	1488
3034	1726
3040	1492
3041	1492
3041	1727
3047	1496
3048	1496
3048	1728
3054	1500
3055	1500
3055	1729
3061	1504
3062	1504
3062	448
3068	1508
3069	1508
3069	449
3075	1512
3076	1512
3076	450
3082	1516
3083	1516
3083	451
3089	1520
3090	1520
3090	452
3096	1524
3097	1524
3097	453
3103	1528
3104	1528
3104	454
3110	1532
3111	1532
3111	455
3117	1536
3118	1536
3118	456
3124	1540
3125	1540
3125	457
3131	1544
3132	1544
3132	467
3138	1548
3139	1548
3139	468
3145	1552
3146	1552
3146	469
3152	1556
3153	1556
3153	470
3159	1560
3160	1560
3160	471
3166	1564
3167	1564
3167	472
3173	1568
3173	473
3174	1568
3180	1572
3181	1572
3181	474
3187	1576
3188	1576
3188	475
3194	1580
3195	1580
3195	476
3201	1584
3202	1584
3202	477
3208	1588
3209	1588
3209	478
3215	1592
3216	1592
3216	479
3222	1596
3223	1596
3223	480
3229	1600
3230	1600
3230	481
3236	1604
3237	1604
3237	482
3243	1608
3244	1608
3244	483
3250	1612
3251	1612
3251	484
3257	1616
3258	1616
3258	485
3264	1620
3265	1620
3265	486
3271	1624
3272	1624
3272	487
3278	1628
3279	1628
3279	488
3285	1632
